budget,genres,id,keywords,original_language,popularity,revenue,runtime,title_x,vote_average,vote_count,title_y,cast,director,release_year,release_month
1800000,"Drama,Comedy,War",935,"usa president,general,cold war",en,41.996783,9440272,95.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1442,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Peter Sellers,George C. Scott,Sterling Hayden",Stanley Kubrick,1964,1
1800000,"Drama,Fantasy",84175,"refugee camp,hurricane,fantasy",en,12.471239,21107746,93.0,Beasts of the Southern Wild,6.8,403,Beasts of the Southern Wild,"Quvenzhané Wallis,Dwight Henry,Levy Easterly",Benh Zeitlin,2012,6
1700000,"Action,Science Fiction",1705,"post-apocalyptic,dystopia,ape",en,13.315383,8844595,93.0,Battle for the Planet of the Apes,5.5,215,Battle for the Planet of the Apes,"Roddy McDowall,Natalie Trundy,Austin Stoker",J. Lee Thompson,1973,6
2000000,"Drama,Thriller",50875,"baby,wife husband relationship,christian",en,1.699101,841733,109.0,Higher Ground,5.3,14,Higher Ground,"Vera Farmiga,Donna Murphy,Dagmara Domińczyk",Vera Farmiga,2011,8
1800000,Western,4929,"prison,judge,marshal",en,11.756943,6800000,114.0,Hang 'em High,6.7,192,Hang 'em High,"Clint Eastwood,Inger Stevens,Ed Begley",Ted Post,1968,7
1530000,"Action,Drama,Thriller",104,"berlin,casino,nun",de,27.36562,7267585,81.0,Run Lola Run,7.2,664,Run Lola Run,"Franka Potente,Moritz Bleibtreu,Herbert Knaup",Tom Tykwer,1998,8
500000,"Drama,Horror,Thriller",10894,"difficult childhood,psychoterror,murder",en,8.650779,150277,93.0,May,6.3,152,May,"Angela Bettis,Jeremy Sisto,Anna Faris",Lucky McKee,2002,1
1700000,"Action,Science Fiction",1688,"circus,pet,human being",en,18.828683,9700000,88.0,Conquest of the Planet of the Apes,6.1,236,Conquest of the Planet of the Apes,"Roddy McDowall,Don Murray,Ricardo Montalban",J. Lee Thompson,1972,6
2000000,"Thriller,Crime,Horror",43947,"rape,fondling,revenge",en,26.281839,572809,108.0,I Spit on Your Grave,6.3,519,I Spit on Your Grave,"Sarah Butler,Daniel Franzese,Chad Lindberg",Steven R. Monroe,2010,6
1700000,"Comedy,Crime",24066,"small town,texas,con man",en,2.079125,1943649,98.0,"Happy, Texas",5.5,39,"Happy, Texas","Steve Zahn,William H. Macy,Jeremy Northam",Mark Illsley,1999,12
1000000,"Drama,Romance",191714,,hi,14.017809,4235151,104.0,The Lunchbox,7.3,221,The Lunchbox,"Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui",Ritesh Batra,2013,9
1644736,"Comedy,Romance",34106,"monopoly,tycoon,house",en,3.426314,7433101,126.0,You Can't Take It With You,7.2,79,You Can't Take It With You,"Jean Arthur,Lionel Barrymore,James Stewart",Frank Capra,1938,8
1650000,"War,Drama,Romance",11426,"hawaii,harassment,pearl harbor",en,6.915201,30500000,118.0,From Here to Eternity,7.2,133,From Here to Eternity,"Burt Lancaster,Montgomery Clift,Deborah Kerr",Fred Zinnemann,1953,8
1600000,Western,13909,"captain,fort,retirement",en,8.535178,5400000,103.0,She Wore a Yellow Ribbon,7.1,61,She Wore a Yellow Ribbon,"John Wayne,Joanne Dru,John Agar",John Ford,1949,10
1600000,"Crime,Drama,Mystery",592,"san francisco,paranoia,audio tape",en,20.810292,4420000,113.0,The Conversation,7.5,372,The Conversation,"Gene Hackman,John Cazale,Frederic Forrest",Francis Ford Coppola,1974,4
2000000,Comedy,10758,"waitress,unwillingly pregnant,woman director",en,9.67299,22179430,108.0,Waitress,6.7,129,Waitress,"Keri Russell,Nathan Fillion,Andy Griffith",Adrienne Shelly,2007,5
1500000,Action,11690,"martial arts,biography,sport",en,17.49699,11806119,92.0,Bloodsport,6.6,363,Bloodsport,"Jean-Claude Van Damme,Bolo Yeung,Roy Chiao",Newt Arnold,1988,2
1500000,"Comedy,Drama",3083,"corruption,washington d.c.,senate",en,12.2624,9600000,129.0,Mr. Smith Goes to Washington,7.9,241,Mr. Smith Goes to Washington,"James Stewart,Jean Arthur,Claude Rains",Frank Capra,1939,10
1500000,"Drama,Crime",9344,"puberty,first time",en,13.291991,7412216,91.0,Kids,6.8,279,Kids,"Leo Fitzpatrick,Rosario Dawson,Chloë Sevigny",Larry Clark,1995,7
1500000,"Comedy,Drama",10707,"childhood memory,uniform,independent film",en,13.788054,11098131,81.0,The Squid and the Whale,6.9,226,The Squid and the Whale,"Jeff Daniels,Laura Linney,Jesse Eisenberg",Noah Baumbach,2005,10
1000000,Comedy,15647,"jew,based on play,independent film",en,3.990215,10013424,97.0,Kissing Jessica Stein,5.9,48,Kissing Jessica Stein,"Jennifer Westfeldt,Tovah Feldshuh,Esther Wurmfeld",Charles Herman-Wurmfeld,2001,4
1500000,"Drama,Mystery,Thriller",4174,"amnesia,insane asylum,suspense",en,11.145915,7000000,111.0,Spellbound,7.3,160,Spellbound,"Ingrid Bergman,Gregory Peck,Michael Chekhov",Alfred Hitchcock,1945,12
1500000,"Romance,Comedy,Crime",9464,"prison,gambling,compulsive gambling",en,10.009994,2375097,110.0,Buffalo '66,7.1,166,Buffalo '66,"Vincent Gallo,Christina Ricci,Ben Gazzara",Vincent Gallo,1998,1
1500000,"Horror,Thriller",49018,"medium,evil spirit,house warming",en,58.594852,97009150,103.0,Insidious,6.8,1737,Insidious,"Patrick Wilson,Rose Byrne,Ty Simpkins",James Wan,2010,9
1500000,"Comedy,Crime,Science Fiction",13820,"california,cocaine,future",en,11.35344,2300000,92.0,Repo Man,6.7,144,Repo Man,"Harry Dean Stanton,Emilio Estevez,Tracey Walter",Alex Cox,1984,2
1500000,Drama,17113,"female nudity,runaway,commune",en,3.618646,712294,111.0,The Ballad of Jack and Rose,6.5,43,The Ballad of Jack and Rose,"Daniel Day-Lewis,Camilla Belle,Catherine Keener",Rebecca Miller,2005,3
1500000,"Comedy,Romance",129139,"sex,sexuality,irony",en,15.017068,3566225,104.0,The To Do List,5.5,342,The To Do List,"Aubrey Plaza,Johnny Simmons,Bill Hader",Maggie Carey,2013,7
1500000,"Action,Crime,Drama",507,"paris,prostitute,robbery",en,5.817519,418961,96.0,Killing Zoe,6.1,111,Killing Zoe,"Eric Stoltz,Julie Delpy,Jean-Hugues Anglade",Roger Avary,1993,10
1500000,Drama,4012,"bomb,jewry,world war ii",en,9.856826,416925,98.0,The Believer,6.8,151,The Believer,"Ryan Gosling,Summer Phoenix,Theresa Russell",Henry Bean,2001,1
1500000,"Horror,Mystery",10972,"schizophrenia,lunatic asylum,psychology",en,11.064228,373967,100.0,Session 9,6.2,251,Session 9,"Peter Mullan,David Caruso,Stephen Gevedon",Brad Anderson,2001,8
1,"Drama,Comedy",3082,"factory,ambulance,invention",en,28.27648,8500000,87.0,Modern Times,8.1,856,Modern Times,"Charlie Chaplin,Paulette Goddard,Henry Bergman",Charlie Chaplin,1936,2
1500000,"Comedy,Horror",1961,"parody,parallel world",en,7.5591,173066,86.0,My Name Is Bruce,5.9,107,My Name Is Bruce,"Bruce Campbell,Grace Thorsen,Ted Raimi",Bruce Campbell,2007,10
1500000,"Horror,Mystery,Science Fiction",23963,"disc jockey,radio station,winter",en,4.680206,32000,93.0,Pontypool,6.6,183,Pontypool,"Stephen McHattie,Lisa Houle,Georgina Reilly",Bruce McDonald,2009,3
1500000,"Horror,Thriller",104755,"witch,coven,salem massachusetts",en,14.504326,1165882,101.0,The Lords of Salem,5.1,242,The Lords of Salem,"Sheri Moon Zombie,Bruce Davison,Jeff Daniel Phillips",Rob Zombie,2012,9
1488423,"Fantasy,Animation,Family",408,"poison,witch,becoming an adult",en,80.171283,184925486,83.0,Snow White and the Seven Dwarfs,6.9,1914,Snow White and the Seven Dwarfs,"Adriana Caselotti,Lucille La Verne,Harry Stockwell",David Hand,1937,12
1455000,Western,39209,"native american,gunfighter,hunting party",en,3.598457,2620000,113.0,Shalako,5.4,12,Shalako,"Sean Connery,Brigitte Bardot,Jack Hawkins",Edward Dmytryk,1968,11
1350000,"Comedy,Crime",100,"ambush,alcohol,shotgun",en,16.032594,3897569,105.0,"Lock, Stock and Two Smoking Barrels",7.5,1648,"Lock, Stock and Two Smoking Barrels","Jason Flemyng,Dexter Fletcher,Nick Moran",Guy Ritchie,1998,3
1300000,Drama,25784,"vietnam,independent film",vi,0.072066,639000,135.0,Journey from the Fall,5.0,1,Journey from the Fall,"Kiều Chinh,Long Nguyen,Diem Lien",Ham Tran,2006,2
1288000,"Drama,Mystery",223,"monte carlo,based on novel,age difference",en,18.426825,6000000,130.0,Rebecca,7.7,336,Rebecca,"Laurence Olivier,Joan Fontaine,George Sanders",Alfred Hitchcock,1940,4
1250000,"Horror,Thriller",9725,"camping,summer camp,gore",en,16.517777,21722776,87.0,Friday the 13th Part 2,6.0,315,Friday the 13th Part 2,"Amy Steel,John Furey,Adrienne King",Steve Miner,1981,5
1250000,Drama,28580,"desperation,weekend,delirium",en,6.903314,11000000,101.0,The Lost Weekend,7.4,112,The Lost Weekend,"Ray Milland,Jane Wyman,Phillip Terry",Billy Wilder,1945,11
1250000,"Horror,Science Fiction",23730,"monster,mutant,shower",en,4.45544,3412497,88.0,C.H.U.D.,5.3,62,C.H.U.D.,"John Heard,Daniel Stern,Christopher Curry",Douglas Cheek,1984,8
1250000,"Crime,Drama,Thriller",19997,"clock tower,infidelity,self-defense",en,9.903992,8500000,92.0,Niagara,6.7,79,Niagara,"Marilyn Monroe,Joseph Cotten,Jean Peters",Henry Hathaway,1953,1
1250000,Drama,43266,"wales,rural setting,coal mining",en,7.70019,6000000,118.0,How Green Was My Valley,6.8,72,How Green Was My Valley,"Walter Pidgeon,Maureen O'Hara,Roddy McDowall",John Ford,1941,10
1200000,"Horror,Mystery,Crime",176,"shotgun,based on short film,sadist",en,63.655973,103911669,103.0,Saw,7.2,2184,Saw,"Cary Elwes,Danny Glover,Monica Potter",James Wan,2004,10
3000000,"Comedy,Crime,Mystery",39939,"alcohol,radio,police chief",en,16.312803,18492362,100.0,Super Troopers,6.6,362,Super Troopers,"Jay Chandrasekhar,Steve Lemme,Kevin Heffernan",Jay Chandrasekhar,2001,1
1200000,"Comedy,Mystery,Thriller",11219,"small town,chase,wife",en,6.920873,7000000,99.0,The Trouble with Harry,6.9,149,The Trouble with Harry,"Edmund Gwenn,John Forsythe,Shirley MacLaine",Alfred Hitchcock,1955,10
1200000,Drama,176124,baseball,en,3.085411,2861020,114.0,Home Run,6.3,24,Home Run,"Scott Elrod,Dorian Brown,Charles Henry Wyson",David Boyd,2013,4
1200000,"Crime,Thriller",500,"traitor,jewelry,psychopath",en,66.925866,14661007,99.0,Reservoir Dogs,8.0,3697,Reservoir Dogs,"Harvey Keitel,Tim Roth,Michael Madsen",Quentin Tarantino,1992,9
1200000,Western,429,"bounty hunter,refugee,gold",it,88.377076,6000000,161.0,"The Good, the Bad and the Ugly",8.1,2311,"The Good, the Bad and the Ugly","Eli Wallach,Clint Eastwood,Lee Van Cleef",Sergio Leone,1966,12
900000,Documentary,89750,"marketing,breast cancer,corporatism",en,0.097913,25000,97.0,"Pink Ribbons, Inc.",6.8,6,"Pink Ribbons, Inc.","Samantha King,Barbara Brenner,Barbara Ehrenreich",Léa Pool,2011,9
1200000,"Action,Adventure,Drama",43884,"ambush,british army,fort",en,2.968235,2736000,115.0,The Charge of the Light Brigade,6.8,18,The Charge of the Light Brigade,"Errol Flynn,Olivia de Havilland,Patric Knowles",Michael Curtiz,1936,10
2600000,"Action,Adventure,Comedy",13064,"sport,rollerblade",en,8.001156,2850263,91.0,Airborne,6.1,20,Airborne,"Shane McDermott,Seth Green,Brittney Powell",Rob Bowman,1993,9
3000000,Comedy,7553,"decision,waiter,hostess",en,10.230583,18637690,94.0,Waiting...,6.2,237,Waiting...,"Ryan Reynolds,Anna Faris,Justin Long",Rob McKittrick,2005,10
1100000,"Comedy,Horror",39895,"civil war,narration,voodoo",en,1.220072,1400000,99.0,From a Whisper to a Scream,6.8,15,From a Whisper to a Scream,"Vincent Price,Clu Gulager,Terry Kiser",Jeff Burr,1987,9
1100000,"Action,Thriller,Crime",94329,"crime boss,tenement,high rise",id,40.285095,4105187,101.0,The Raid,7.3,1055,The Raid,"Iko Uwais,Joe Taslim,Donny Alamsyah",Gareth Evans,2011,9
878000,"Drama,Romance",289,"love triangle,corruption,spy",en,43.729123,10462500,102.0,Casablanca,7.9,1422,Casablanca,"Humphrey Bogart,Ingrid Bergman,Paul Henreid",Michael Curtiz,1942,11
1000000,Drama,1366,"underdog,philadelphia,transporter",en,72.19808,117235147,119.0,Rocky,7.5,1791,Rocky,"Sylvester Stallone,Talia Shire,Burt Young",John G. Avildsen,1976,11
1000000,"Adventure,Comedy,History",5769,"from rags to riches,tutor,squire",en,2.833166,37600000,128.0,Tom Jones,6.1,39,Tom Jones,"Albert Finney,Susannah York,Hugh Griffith",Tony Richardson,1963,10
1000000,"Horror,Thriller",277685,"computer,bullying,revenge",en,41.972329,62882090,82.0,Unfriended,5.5,1047,Unfriended,"Shelley Hennig,Moses Jacob Storm,Renee Olstead",Levan Gabriadze,2015,4
1300000,"Crime,Drama",103,"vietnam veteran,taxi,obsession",en,58.845025,28262574,114.0,Taxi Driver,8.0,2535,Taxi Driver,"Robert De Niro,Cybill Shepherd,Harvey Keitel",Martin Scorsese,1976,2
1000000,"Drama,Horror",11298,"insane asylum,werewolf,newswoman",en,6.532855,17985893,91.0,The Howling,6.4,161,The Howling,"Patrick Macnee,Dennis Dugan,Christopher Stone",Joe Dante,1981,4
950000,"Adventure,Action,Thriller",646,"london england,england,assassination",en,48.901542,59600000,110.0,Dr. No,6.9,940,Dr. No,"Sean Connery,Ursula Andress,Joseph Wiseman",Terence Young,1962,10
1000000,Horror,9003,"underworld,seduction,supernatural",en,22.583834,14564027,94.0,Hellraiser,6.9,449,Hellraiser,"Andrew Robinson,Clare Higgins,Ashley Laurence",Clive Barker,1987,9
5000000,Drama,347126,christian,en,6.96858,23507567,121.0,God's Not Dead 2,5.7,72,God's Not Dead 2,"Hayley Orrantia,Melissa Joan Hart,Jesse Metcalfe",Harold Cronk,2016,4
1000000,"Horror,Thriller",10092,"murder,serial killer,student",en,6.926926,10047674,90.0,Cry_Wolf,5.6,126,Cry_Wolf,"Julian Morris,Lindy Booth,Jared Padalecki",Jeff Wadlow,2005,9
1000000,"Adventure,Horror,Action",10643,"japan,monster,flying saucer",ja,3.322721,10037390,107.0,Godzilla 2000,5.9,43,Godzilla 2000,"Takehiro Murata,Naomi Nishida,Mayu Suzuki",Takao Okawara,1999,12
3500000,"Drama,Romance",46705,"dancing,nurse,depression",en,26.881611,16566240,112.0,Blue Valentine,6.9,890,Blue Valentine,"Ryan Gosling,Michelle Williams,Mike Vogel",Derek Cianfrance,2010,12
1000000,Drama,546,"individual,gay,new york",en,9.773398,13350369,103.0,Transamerica,6.9,144,Transamerica,"Felicity Huffman,Kevin Zegers,Elizabeth Peña",Duncan Tucker,2005,12
1000000,"Thriller,Horror",76487,"rome,exorcism,death",en,13.152822,101758490,83.0,The Devil Inside,4.6,262,The Devil Inside,"Fernanda Andrade,Simon Quarterman,Evan Helmuth",William Brent Bell,2012,1
2090000,"Comedy,Drama,Thriller",5722,"pop,pop star,musical",en,4.289003,40000000,109.0,Beyond the Valley of the Dolls,6.6,53,Beyond the Valley of the Dolls,"Dolly Read,Cynthia Myers,Marcia McBroom",Russ Meyer,1970,7
1000000,"Drama,Action,Western",39833,civil war,en,1.444258,9000000,89.0,Love Me Tender,5.5,21,Love Me Tender,"Richard Egan,Debra Paget,Elvis Presley",Robert D. Webb,1956,11
1000000,Documentary,1781,"climate change,greenhouse effect,climate",en,14.139004,46243000,100.0,An Inconvenient Truth,6.7,251,An Inconvenient Truth,"Al Gore,Billy West,Ronald Reagan",Davis Guggenheim,2006,1
1000000,"Action,Drama,History",18712,"sergeant,iwo jima",en,3.851,7800000,100.0,Sands of Iwo Jima,6.2,33,Sands of Iwo Jima,"John Wayne,John Agar,Adele Mara",Allan Dwan,1949,12
5000000,"Action,Adventure,Horror",171424,"chile,gore,jungle",en,17.845161,6833445,100.0,The Green Inferno,5.0,349,The Green Inferno,"Lorenza Izzo,Ariel Levy,Sky Ferreira",Eli Roth,2014,9
1000000,"Drama,Romance,Comedy",113947,"cat,virgin,narration",en,9.115486,9138338,98.0,The Sessions,6.6,179,The Sessions,"John Hawkes,Helen Hunt,William H. Macy",Ben Lewin,2012,5
1000000,"Drama,Romance",32456,"love,revenge,loft",en,4.86805,2057193,84.0,Two Girls and a Guy,5.4,24,Two Girls and a Guy,"Robert Downey Jr.,Natasha Gregson Wagner,Heather Graham",James Toback,1997,9
1000000,Documentary,13508,"energy supply,automobile industry,independent film",en,5.323184,1678874,92.0,Who Killed the Electric Car?,7.2,59,Who Killed the Electric Car?,"Martin Sheen,Mel Gibson,Tom Hanks",Chris Paine,2006,8
1000000,"Comedy,Drama,Romance",22597,"gay,roommate,male friendship",en,3.424158,1744858,94.0,The Broken Hearts Club: A Romantic Comedy,6.3,25,The Broken Hearts Club: A Romantic Comedy,"Ben Weber,Timothy Olyphant,Matt McGrath",Greg Berlanti,2000,2
1000000,"Crime,Drama,Mystery",26791,,en,0.280083,852206,119.0,Brigham City,7.3,4,Brigham City,"Richard Dutcher,Matthew A. Brown,Wilford Brimley",Richard Dutcher,2001,3
1000000,"Drama,Foreign,Romance",56666,"suicide,loss of brother,laughing",hi,0.043023,623791,170.0,Fiza,6.1,7,Fiza,"Hrithik Roshan,Karisma Kapoor,Jaya Bachchan",Khalid Mohammed,2000,9
1000000,Drama,46989,"independent film,woman director",en,0.672695,464000,92.0,Blue Car,6.7,13,Blue Car,"Margaret Colin,Agnes Bruckner,David Strathairn",Karen Moncrieff,2002,1
1000000,Documentary,123678,"corruption,war,indonesia",id,8.887411,444575,115.0,The Act of Killing,7.5,210,The Act of Killing,"Anwar Congo,Herman Koto,Syamsul Arifin",Joshua Oppenheimer,2012,8
1000000,Documentary,13362,"taxi,afghanistan,guantanamo bay",en,0.748565,274661,106.0,Taxi to the Dark Side,6.6,53,Taxi to the Dark Side,"Brian Keith Allen,Moazzam Begg,Christopher Beiring",Alex Gibney,2007,4
1000000,"Crime,Drama,Romance",18206,"obsession,hidden camera,stalker",en,2.175696,10018,78.0,Alone With Her,6.2,20,Alone With Her,"Colin Hanks,Ana Claudia Talancón,Jordana Spiro",Eric Nicholas,2006,4
1000000,"Drama,Fantasy,Science Fiction",13856,"hallucination,superhero,independent film",en,1.260314,7202,81.0,Special,6.6,32,Special,"Michael Rapaport,Josh Peck,Robert Baker",Hal Haberman,2006,1
950000,"Drama,Romance,Science Fiction",29146,"experiment,mouse,intelligence test",en,0.178689,814666,103.0,Charly,6.6,28,Charly,"Cliff Robertson,Claire Bloom,Lilia Skala",Ralph Nelson,1968,9
910000,"Crime,Drama",654,"murder,suspense,union",en,16.015599,9600000,108.0,On the Waterfront,8.0,357,On the Waterfront,"Marlon Brando,Karl Malden,Lee J. Cobb",Elia Kazan,1954,6
930000,Comedy,91070,"baby,roommate,friendship",en,5.974156,30905,100.0,L!fe Happens,5.3,66,L!fe Happens,"Krysten Ritter,Kate Bosworth,Rachel Bilson",Kat Coiro,2011,6
852510,Drama,2009,"rape,hotel room,totalitarian regime",ro,9.270133,1185783,113.0,"4 Months, 3 Weeks and 2 Days",7.3,156,"4 Months, 3 Weeks and 2 Days","Anamaria Marinca,Laura Vasiliu,Vlad Ivanov",Cristian Mungiu,2007,8
950000,"Drama,Thriller",2652,"suicide,rape,age difference",en,25.918007,7022209,103.0,Hard Candy,6.8,701,Hard Candy,"Patrick Wilson,Ellen Page,Sandra Oh",David Slade,2005,1
900000,"Drama,Thriller",9813,"depression,christmas party,deaf-mute",en,4.0971,381420,96.0,The Quiet,6.1,73,The Quiet,"Elisha Cuthbert,Camilla Belle,Edie Falco",Jamie Babbit,2005,9
858000,"Animation,Drama,Family",3170,"forest,coming of age,best friend",en,47.651878,267447150,70.0,Bambi,6.8,1405,Bambi,"Donnie Dunagan,Peter Behn,Stan Alexander",David Hand,1942,8
850000,"Drama,Comedy,Romance",15708,"gay,coming out,religion",en,5.424916,819939,107.0,Latter Days,6.7,56,Latter Days,"Steve Sandvoss,Wes Ramsey,Jacqueline Bisset",C. Jay Cox,2003,7
850000,Comedy,84200,"crude humor,best friend,phone sex",en,14.238376,1243961,85.0,"For a Good Time, Call...",5.8,110,"For a Good Time, Call...","Ari Graynor,Lauren Miller,Mark Webber",Jamie Travis,2012,8
800000,"Drama,Romance",47889,independent film,en,0.59424,1001437,114.0,Ruby in Paradise,5.6,10,Ruby in Paradise,"Ashley Judd,Todd Field,Bentley Mitchum",Victor Nunez,1993,10
800000,"Drama,Romance",25461,independent film,en,3.643662,2816116,88.0,Raising Victor Vargas,7.8,13,Raising Victor Vargas,"Victor Rasuk,Judy Marte,Melonie Diaz",Peter Sollett,2002,5
800000,Drama,26899,"chicken,bullying,rape of a male",en,5.292536,62852,94.0,The Mudge Boy,7.3,23,The Mudge Boy,"Emile Hirsch,Tom Guiry,Richard Jenkins",Michael Burke,2003,1
800000,"Horror,Comedy",14451,"norway,undead,zombie",no,11.205726,1984662,91.0,Dead Snow,6.1,311,Dead Snow,"Charlotte Frogner,Stig Frode Henriksen,Vegar Hoel",Tommy Wirkola,2009,1
777000,"Comedy,Drama",838,"farewell,rock and roll,robbery",en,19.326115,140000000,110.0,American Graffiti,6.9,324,American Graffiti,"Richard Dreyfuss,Ron Howard,Paul Le Mat",George Lucas,1973,8
750000,"Comedy,Romance,Science Fiction",84332,time travel,en,25.186002,4007792,85.0,Safety Not Guaranteed,6.8,556,Safety Not Guaranteed,"Aubrey Plaza,Mark Duplass,Jake Johnson",Colin Trevorrow,2012,6
500000,"Horror,Thriller,Crime",74725,"hotel,wife husband relationship,hitman",en,12.203041,171760,95.0,Kill List,6.0,210,Kill List,"Neil Maskell,MyAnna Buring,Harry Simpson",Ben Wheatley,2011,9
750000,"Horror,Thriller",58428,"anti terror,terror,beer",en,14.386807,78396,102.0,The Innkeepers,5.4,219,The Innkeepers,"Sara Paxton,Pat Healy,Kelly McGillis",Ti West,2011,12
730000,Western,288,"gunslinger,showdown,fistfight",en,18.644023,8000000,85.0,High Noon,7.6,334,High Noon,"Gary Cooper,Grace Kelly,Thomas Mitchell",Fred Zinnemann,1952,3
